name,is_male,is_fictional,age,is_married,is_turkish,from_movie,from_anime,from_tv_series,is_politician,is_actor,is_singer,is_sportsman,is_historical,popularity_score,height_cm,has_children,is_alive,birth_year,category,nationality,has_beard,wears_glasses,is_football_player,is_rapper,is_youtuber,known_for,is_director,is_model,is_comedian,is_tv_host,is_villain,is_superhero,burc,likes_strawberry_milk,has_dog,has_cat,favorite_food,spotify_listeners_million,played_for_galatasaray,played_for_fenerbahce,played_for_besiktas,played_for_real_madrid,won_ballon_dor,won_oscar,won_grammy,divorced,has_famous_partner,is_bald,has_tattoo,known_for_80s
Starfire,0,1,20,0,0,0,0,1,0,0,0,0,0,91,190,0,1,2000,Kahraman,Tamaran,0,0,0,0,0,Koriand'r, güneş enerjili kahraman,0,1,0,0,0,1,Koç,0,0,0,Hardal,0,0,0,0,0,0,0,0,0,0,0,0,0
Dilan Çiçek Deniz,0,0,31,1,1,1,0,1,0,1,0,0,0,82,0,0,1,1995,Oyuncu,Türk,0,0,0,0,0,"Çukur Sena, Alev Alev Rüya, Bodrum Masalı, magazin/popüler kültür görünürlüğü",0,0,0,0,0,0,Boğa,0,0,1,mantı,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Aki Hayakawa,1,1,0,0,0,0,1,1,0,0,0,0,0,82,182,0,1,0,0,Anime Karakteri,Japon,1,0,0,0,0,"Chainsaw Man, fox devil contract, revenge motive",0,0,0,0,0,Koç,0,0,0,ramen,0,0,0,0,0,0,0,0,0,0,0,0,0
Vector,1,1,0,0,0,1,0,1,0,0,0,0,0,78,170,0,1,0,0,Animasyon Karakteri,Amerikalı,0,0,0,0,0,"Despicable Me, orange tracksuit, squid launcher",0,0,0,0,1,Yengeç,0,1,1,elmalı turta,0,0,0,0,0,0,0,0,0,0,0,0,0
Hüseyin Avni Danyal,1,0,64,0,1,1,0,1,0,1,0,0,0,78,0,0,1,1962,Oyuncu,Türk,0,0,0,0,0,"Yargı Metin, Kurtlar Vadisi, Eşkıya Dünyaya Hükümdar Olmaz, magazin/popüler kültür görünürlüğü",0,0,0,0,0,0,Akrep,1,0,1,baklava,0.0,0,0,0,0,0,0,0,0,0,0,0,0
MaNga Cem Bahtiyar,1,0,47,1,1,0,0,0,0,0,1,0,0,76,180,0,1,1979,Müzisyen,Türk,0,0,0,0,0,"maNga bas gitarı, We Could Be The Same, Bir Kadın Çizeceksin, magazin/popüler kültür görünürlüğü",0,0,0,0,0,0,Başak,0,0,0,menemen,6.3,0,0,0,0,0,0,0,0,0,0,0,0
Giyu Tomioka,1,1,0,0,0,0,1,1,0,0,0,0,0,84,176,0,1,0,0,Anime Karakteri,Japon,1,0,0,0,0,"Demon Slayer, Water Hashira, sessiz tavır",0,0,0,0,0,Terazi,1,1,0,ramen,0,0,0,0,0,0,0,0,0,0,0,0,0
Emma Thompson,0,0,67,1,0,1,0,1,0,1,0,0,0,86,172,2,1,1959,Oyuncu,Amerikalı,0,0,0,0,0,"Sense and Sensibility, Nanny McPhee, Love Actually",1,0,1,0,0,0,Koç,0,1,0,pizza,0.0,0,0,0,0,0,1,0,0,0,0,1,0
Gökhan Kırdar,1,0,53,1,1,1,0,1,0,0,1,0,0,88,175,1,1,1970,Besteci,Türk,1,1,0,0,0,Kurtlar Vadisi müziklerini yapan sanatçı,0,0,0,0,0,0,Gemini,0,0,0,Zeytinyağlılar,0.2,0,0,0,0,0,0,0,0,0,0,0,1
Zatanna,0,1,0,0,0,1,0,1,0,0,0,0,0,78,170,0,1,0,0,Kurgusal Kahraman,Amerikalı,0,0,0,0,0,"backwards spells, stage magician, Justice League Dark",0,0,0,0,0,Oğlak,0,1,1,patates kızartması,1,0,0,0,0,0,0,0,0,0,0,0,0
Ceyhun Yılmaz,1,0,50,1,1,1,0,1,0,1,0,0,0,70,176,1,1,1976,Oyuncu,Türk,0,0,0,0,0,"radyo programları, şiirli sahne, komedi anlatıları",0,0,1,1,0,0,Terazi,0,1,0,çiğ köfte,0,0,0,0,0,0,0,0,0,0,0,1,0
Javier Bardem,1,0,57,1,0,1,0,1,0,1,0,0,0,88,181,2,1,1969,Oyuncu,Uluslararası,1,0,0,0,0,"No Country for Old Men Anton Chigurh, Skyfall Silva, Dune Stilgar",0,0,0,0,1,0,Aslan,0,0,0,taco,0.0,0,0,0,0,0,1,0,0,1,0,0,0
Barış Falay,1,0,54,0,1,1,0,1,0,1,0,0,0,80,0,1,1,1972,Oyuncu,Türk,1,0,0,0,0,"Ezel Ali Kırgız, Medcezir Selim Serez, Paramparça, magazin/popüler kültür görünürlüğü",0,0,0,0,0,0,Terazi,0,0,0,menemen,0.0,0,0,0,0,0,0,0,1,0,0,1,0
Uğur Güneş,1,0,39,1,1,1,0,1,0,1,0,0,0,80,0,0,1,1987,Oyuncu,Türk,1,1,0,0,0,"Bir Zamanlar Çukurova Yılmaz, Diriliş Ertuğrul, Kanunsuz Topraklar, magazin/popüler kültür görünürlüğü",0,0,0,0,0,0,Yay,1,1,0,kuru fasulye,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Ken Watanabe,1,0,67,1,0,1,0,1,0,1,0,0,0,84,184,2,1,1959,Oyuncu,Uluslararası,0,0,0,0,0,"The Last Samurai, Inception Saito, Godzilla",0,0,0,0,0,0,Başak,1,0,0,steak,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Federico Valverde,1,0,28,1,0,0,0,1,0,0,0,1,0,86,182,1,1,1998,Futbolcu,Uluslararası,1,0,1,0,0,"Real Madrid midfield engine, Uruguay national team, long shots",0,0,0,0,0,0,İkizler,0,0,0,burger,0.0,0,0,0,1,0,0,0,0,0,0,1,0
Kyojuro Rengoku,1,1,0,0,0,0,1,1,0,0,0,0,0,88,177,0,1,0,0,Anime Karakteri,Japon,1,0,0,0,0,"Demon Slayer, Flame Hashira, Mugen Train",0,0,0,0,0,Terazi,0,0,0,ramen,0,0,0,0,0,0,0,0,0,0,0,0,0
Sefo,1,0,28,0,1,1,0,1,0,1,1,0,0,80,178,0,1,1998,Müzisyen,Türk,1,0,0,1,0,"Bilmem Mi, Isabelle, Türkçe rap-pop",0,0,0,0,0,0,Boğa,0,1,1,mantı,6.7,0,0,0,0,0,0,0,1,0,0,0,0
Tai Lung,1,1,0,0,0,1,0,1,0,0,0,0,0,82,190,0,1,0,0,Animasyon Karakteri,Amerikalı,1,0,0,0,0,"Kung Fu Panda, prison escape, Dragon Scroll obsession",0,0,0,0,1,Aslan,0,0,0,sütlaç,0,0,0,0,0,0,0,0,0,0,0,0,0
Freida Pinto,0,0,42,1,0,1,0,1,0,1,0,0,0,78,165,1,1,1984,Oyuncu,Uluslararası,0,1,0,0,0,"Slumdog Millionaire Latika, Rise of the Planet of the Apes, Trishna",0,0,0,0,0,0,Boğa,1,0,1,sushi,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Antoine Griezmann,1,0,35,1,0,0,0,1,0,0,0,1,0,86,176,3,1,1991,Futbolcu,Uluslararası,1,0,1,0,0,"Atletico Madrid, France 2018, Fortnite celebration",0,0,0,0,0,0,Oğlak,0,0,1,salad,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Winona Ryder,0,0,55,0,0,1,0,1,0,1,0,0,0,86,161,0,1,1971,Oyuncu,Amerikalı,0,0,0,0,0,"Stranger Things Joyce, Beetlejuice, Edward Scissorhands",0,0,0,0,0,0,Terazi,1,1,0,ramen,0.0,0,0,0,0,0,0,0,1,0,0,1,1
Dio Brando,1,1,0,0,0,0,1,1,0,0,0,0,0,88,195,0,1,0,0,Anime Karakteri,Japon,0,0,0,0,0,"JoJo's Bizarre Adventure, The World, vampire arrogance",0,0,0,0,1,İkizler,0,0,0,ramen,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel Di Maria,1,0,38,1,0,0,0,1,0,0,0,1,0,88,180,2,1,1988,Futbolcu,Uluslararası,1,0,1,0,0,"Argentina finals, Real Madrid 2014 UCL, left-footed assists",0,0,0,0,0,0,İkizler,0,0,0,burger,0.0,0,0,0,1,0,0,0,0,0,0,1,0
Ralph Fiennes,1,0,64,0,0,1,0,1,0,1,0,0,0,90,180,0,1,1962,Oyuncu,İngiliz,0,0,0,0,0,"Voldemort, Schindler's List Amon Göth, The English Patient",0,0,0,0,0,0,Balık,1,1,0,paella,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Satoru Gojo,1,1,0,0,0,0,1,1,0,0,0,0,0,92,190,0,1,0,0,Anime Karakteri,Japon,0,0,0,0,0,"Jujutsu Kaisen, Limitless, Six Eyes",0,0,0,0,0,Boğa,0,0,1,ramen,0,0,0,0,0,0,0,0,0,0,0,0,0
Işın Karaca,0,0,51,0,1,0,0,0,0,0,1,0,0,90,172,2,1,1973,Şarkıcı,Türk,0,0,0,0,0,Güçlü vokali ile tanınan popçu,0,0,0,0,0,0,Pisces,0,0,1,Hamburger,0.8,0,0,0,0,0,0,0,1,1,0,0,0
Fairy Godmother,0,1,0,0,0,1,0,1,0,0,0,0,0,82,165,0,1,0,0,Animasyon Karakteri,Amerikalı,0,0,0,0,0,"Shrek 2, Holding Out for a Hero, potion business",0,0,0,0,1,Koç,0,0,0,pizza,0,0,0,0,0,0,0,0,0,0,0,0,0
John Constantine,1,1,0,0,0,1,0,1,0,0,0,0,0,82,183,0,1,0,0,Kurgusal Karakter,Amerikalı,0,0,0,0,0,"occult detective, Hellblazer, trench coat cynicism",0,0,0,0,0,Başak,1,0,0,balık,0,0,0,0,0,0,0,0,0,0,0,0,0
Minion Kevin,1,1,0,0,0,1,0,1,0,0,0,0,0,86,105,0,1,0,0,Animasyon Karakteri,Amerikalı,0,0,0,0,0,"Minions, tall minion, banana obsession",0,0,0,0,0,Akrep,0,0,1,çikolata,0,0,0,0,0,0,0,0,0,0,0,0,0
Cem Adrian,1,0,46,1,1,0,0,0,0,0,1,0,0,86,0,1,1,1980,Müzisyen,Türk,1,0,0,0,0,"Ben Seni Çok Sevdim, Kül, geniş ses aralığı, magazin/popüler kültür görünürlüğü",0,0,0,0,0,0,Koç,0,1,0,kebap,7.8,0,0,0,0,0,0,0,1,0,0,1,0
Michelle Yeoh,0,0,64,1,0,1,0,1,0,1,0,0,0,88,163,0,1,1962,Oyuncu,Uluslararası,0,0,0,0,0,"Everything Everywhere All at Once, Crouching Tiger, Star Trek Discovery",0,0,0,0,0,0,Aslan,1,1,0,taco,0.0,0,0,0,0,0,1,0,1,0,0,0,0
Green Lantern Hal Jordan,1,1,0,0,0,1,0,1,0,0,0,0,0,84,188,0,1,0,0,Kurgusal Kahraman,Amerikalı,1,0,0,0,0,"power ring, willpower constructs, space sector 2814",0,0,0,0,0,Aslan,0,1,0,sütlaç,1,0,0,0,0,0,0,0,0,0,0,1,0
Marty the Zebra,1,1,0,0,0,1,0,1,0,0,0,0,0,84,160,0,1,0,0,Animasyon Karakteri,Amerikalı,0,0,0,0,0,"Madagascar, black-white stripes, freedom dream",0,0,0,0,0,Terazi,0,1,0,dondurma,0,0,0,0,0,0,0,0,0,0,0,0,0
Ernesto de la Cruz,1,1,0,0,0,1,0,1,0,0,0,0,0,84,180,0,1,0,0,Animasyon Karakteri,Amerikalı,0,0,0,0,0,"Coco, stolen songs, Remember Me fraud",0,0,0,0,1,İkizler,0,0,0,burger,0,0,0,0,0,0,0,0,0,0,0,0,0
Liv Tyler,0,0,49,1,0,1,0,1,0,1,0,0,0,84,178,3,1,1977,Oyuncu,Amerikalı,0,0,0,0,0,"The Lord of the Rings Arwen, Armageddon, The Leftovers",0,0,0,0,0,0,Akrep,0,0,1,pancake,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Murray,1,0,76,1,0,1,0,1,0,1,0,0,0,88,187,6,1,1950,Oyuncu,Amerikalı,0,0,0,0,0,"Groundhog Day, Ghostbusters Peter Venkman, Lost in Translation",0,0,1,0,0,0,Yengeç,0,0,1,pasta,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Minion Bob,1,1,0,0,0,1,0,1,0,0,0,0,0,86,90,0,1,0,0,Animasyon Karakteri,Amerikalı,0,0,0,0,0,"Minions, teddy bear Tim, innocent personality",0,0,0,0,0,Boğa,1,1,1,ramen,0,0,0,0,0,0,0,0,0,0,0,0,0
Hiccup Horrendous Haddock,1,1,0,0,0,1,0,1,0,0,0,0,0,88,175,0,1,0,0,Animasyon Karakteri,Amerikalı,0,0,0,0,0,"How to Train Your Dragon, Toothless dostluğu, Viking mucitliği",0,0,0,0,0,Akrep,0,0,1,çikolata,0,0,0,0,0,0,0,0,0,0,0,0,0
Bade İşçil,0,0,43,0,1,1,0,1,0,1,0,0,0,78,173,1,1,1983,Oyuncu,Türk,0,0,0,0,0,"Kuzey Güney Banu, Ezel Şebnem, Ufak Tefek Cinayetler",0,1,0,0,0,0,Akrep,0,1,1,balık,0,0,0,0,0,0,0,0,0,1,0,0,0
Thibaut Courtois,1,0,34,1,0,0,0,1,0,0,0,1,0,88,200,2,1,1992,Futbolcu,Uluslararası,1,0,1,0,0,"Real Madrid goalkeeper, 2022 UCL final saves, Belgium",0,0,0,0,0,0,Boğa,0,0,1,sushi,0.0,0,0,0,1,0,0,0,0,0,0,1,0
Miguel Rivera,1,1,0,0,0,1,0,1,0,0,0,0,0,88,140,0,1,0,0,Animasyon Karakteri,Amerikalı,1,0,0,0,0,"Coco, guitar dream, Land of the Dead journey",0,0,0,0,0,Koç,1,1,0,pizza,0,0,0,0,0,0,0,0,0,0,0,0,0
Beast Boy,1,1,0,0,0,1,0,1,0,0,0,0,0,80,173,0,1,0,0,Kurgusal Kahraman,Amerikalı,0,0,0,0,0,"Teen Titans, animal shapeshifting, green skin",0,0,0,0,0,Oğlak,0,1,1,patates kızartması,1,0,0,0,0,0,0,0,0,0,0,0,0
Joan of Arc,0,0,614,0,0,0,0,0,1,0,0,0,1,92,158,0,0,1412,Savaşçı,Fransız,0,0,0,0,0,"Orleans kuşatması, ilahi sesler, yakılarak idam",0,0,0,0,0,0,Balık,0,1,0,pizza,0.0,0,0,0,0,0,0,0,0,0,0,0,0
John Krasinski,1,0,47,1,0,1,0,1,0,1,0,0,0,84,191,2,1,1979,Oyuncu,Amerikalı,1,0,0,0,0,"The Office Jim Halpert, A Quiet Place, Jack Ryan",1,0,1,0,0,0,Terazi,0,0,0,ramen,0.0,0,0,0,0,0,0,0,0,1,0,1,0
Eva Mendes,0,0,52,1,0,1,0,1,0,1,0,0,0,80,168,2,1,1974,Oyuncu,Amerikalı,0,0,0,0,0,"Hitch Sara, Training Day, The Place Beyond the Pines",0,0,0,0,0,0,Yay,0,1,0,fried chicken,0.0,0,0,0,0,0,0,0,1,1,0,0,0
Baron Zemo,1,1,0,0,0,1,0,1,0,0,0,0,0,78,181,0,1,0,0,Kurgusal Kötü Adam,Amerikalı,0,0,0,0,0,"Civil War plot, purple mask, Sokovia revenge",0,0,0,0,1,Başak,0,0,0,balık,0,0,0,0,0,0,0,0,0,0,0,0,0
Skipper,1,1,0,0,0,1,0,1,0,0,0,0,0,84,60,0,1,0,0,Animasyon Karakteri,Amerikalı,0,0,0,0,0,"Madagascar Penguins, military tactics, covert missions",0,0,0,0,0,İkizler,0,0,0,burger,0,0,0,0,0,0,0,0,0,0,0,0,0
Serkay Tütüncü,1,0,35,0,1,1,0,1,0,1,0,0,0,74,178,0,1,1991,Oyuncu,Türk,1,0,0,0,0,"Masumiyet İlker, Bay Yanlış, Survivor",0,1,0,0,0,0,Yay,1,1,0,döner,0,0,0,0,0,0,0,0,0,0,0,1,0
M'Baku,1,1,0,0,0,1,0,1,0,0,0,0,0,76,196,0,1,0,0,Kurgusal Kahraman,Amerikalı,0,0,0,0,0,"Jabari tribe leader, challenge duel, Wakanda ally",0,0,0,0,0,Balık,0,0,0,waffle,1,0,0,0,0,0,0,0,0,0,0,0,0
Michael Keaton,1,0,75,0,0,1,0,1,0,1,0,0,0,86,175,1,1,1951,Oyuncu,Amerikalı,0,0,0,0,0,"Batman 1989, Birdman, Beetlejuice",0,0,0,0,0,0,Boğa,0,0,1,sushi,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Hawkgirl,0,1,0,0,0,1,0,1,0,0,0,0,0,78,170,0,1,0,0,Kurgusal Kahraman,Amerikalı,0,0,0,0,0,"Nth metal mace, wings, reincarnation story",0,0,0,0,0,Oğlak,0,1,1,patates kızartması,1,0,0,0,0,0,0,0,0,0,0,0,0
Michelangelo,1,0,551,1,0,0,0,0,0,0,0,0,1,98,0,1,0,1475,Sanatçı,İtalyan,1,1,0,0,0,"Davut heykeli, Sistina Şapeli, Pieta",0,0,0,0,0,0,Koç,0,0,0,pizza,0.0,0,0,0,0,0,0,0,1,0,0,1,0
Zakkum Yusuf Demirkol,1,0,47,1,1,1,0,1,0,1,1,0,0,74,178,1,1,1979,Müzisyen,Türk,1,0,0,0,0,"Zakkum, Anason, Ben Ne Yangınlar Gördüm",0,0,0,0,0,0,İkizler,0,0,0,lahmacun,6.2,0,0,0,0,0,0,0,0,0,0,0,0
Loid Forger,1,1,0,0,0,0,1,1,0,0,0,0,0,86,187,0,1,0,0,Anime Karakteri,Japon,0,0,0,0,0,"Spy x Family, Twilight spy, fake family mission",0,0,0,0,0,Başak,1,1,0,ramen,0,0,0,0,0,0,0,0,0,0,0,0,0
Ferdi Kadıoğlu,1,0,27,0,1,0,0,1,0,0,0,1,0,82,174,0,1,1999,Futbolcu,Türk,1,0,1,0,0,"Fenerbahçe fullback, Turkey national team, Brighton transfer",0,0,0,0,0,0,Terazi,1,1,0,çiğ köfte,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Raven,0,1,18,0,0,0,0,1,0,0,0,0,0,93,165,0,1,2005,Kahraman,Azarath,0,0,0,0,0,Rachel Roth, karanlık büyücü,0,0,0,0,0,1,Yay,0,0,0,Çay,0,0,0,0,0,0,0,0,0,0,0,0,0
Frances McDormand,0,0,69,1,0,1,0,1,0,1,0,0,0,88,165,1,1,1957,Oyuncu,Amerikalı,0,0,0,0,0,"Fargo Marge Gunderson, Nomadland Fern, Three Billboards",0,0,0,0,0,0,Yengeç,0,0,1,pasta,0.0,0,0,0,0,0,1,0,0,0,0,0,0
Christoph Waltz,1,0,70,1,0,1,0,1,0,1,0,0,0,88,170,4,1,1956,Oyuncu,Uluslararası,1,0,0,0,0,"Inglourious Basterds Hans Landa, Django Unchained, Spectre",0,0,0,0,1,0,Kova,0,1,0,hot dog,0.0,0,0,0,0,0,1,0,1,0,0,0,0
Power,0,1,0,0,0,0,1,1,0,0,0,0,0,84,170,0,1,0,0,Anime Karakteri,Japon,0,0,0,0,0,"Chainsaw Man, blood fiend, Meowy kedisi",0,0,0,0,0,Oğlak,1,1,1,sushi,0,0,0,0,0,0,0,0,0,0,0,1,0
Wasp Hope Van Dyne,0,1,0,0,0,1,0,1,0,0,0,0,0,78,168,0,1,0,0,Kurgusal Kahraman,Amerikalı,0,0,0,0,0,"Wasp wings, quantum realm rescue, Pym technology",0,0,0,0,0,Koç,1,0,0,pizza,1,0,0,0,0,0,0,0,0,0,0,1,0
Paulo Dybala,1,0,33,1,0,0,0,1,0,0,0,1,0,86,177,0,1,1993,Futbolcu,Uluslararası,1,0,1,0,0,"Juventus, mask celebration, Roma playmaker",0,0,0,0,0,0,Terazi,1,0,0,ramen,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Platon,1,0,0,0,0,0,0,0,1,0,0,0,1,94,0,0,0,0,Filozof,Yunan,1,0,0,0,0,"Devlet eseri, idealar kuramı, Akademia",0,0,0,0,0,0,Kova,0,1,0,pizza,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Lord Farquaad,1,1,0,0,0,1,0,1,0,0,0,0,0,84,120,0,1,0,0,Animasyon Karakteri,Amerikalı,0,0,0,0,0,"Shrek, Duloc ruler, short stature joke",0,0,0,0,1,İkizler,0,0,0,burger,0,0,0,0,0,0,0,0,0,0,0,0,0
Dev Patel,1,0,36,0,0,1,0,1,0,1,0,0,0,84,187,0,1,1990,Oyuncu,Uluslararası,0,0,0,0,0,"Slumdog Millionaire Jamal, Lion, The Green Knight",0,0,0,0,0,0,Başak,0,0,0,steak,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Ersay Üner,1,0,48,1,1,1,0,1,0,1,1,0,0,76,178,1,1,1978,Müzisyen,Türk,1,0,0,0,0,"İki Aşık, pop besteleri, Demet Akalın hitleri",0,0,0,0,0,0,Boğa,1,0,1,mantı,6.3,0,0,0,0,0,0,0,0,1,0,0,0
Alan Rickman,1,0,80,1,0,1,0,1,0,1,0,0,0,96,185,0,1,1946,Oyuncu,İngiliz,0,0,0,0,0,"Severus Snape, Die Hard Hans Gruber, Love Actually",0,0,0,0,0,0,Başak,1,0,0,steak,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Colin Firth,1,0,66,1,0,1,0,1,0,1,0,0,0,86,187,3,1,1960,Oyuncu,Amerikalı,1,0,0,0,0,"The King's Speech, Pride and Prejudice Darcy, Bridget Jones",0,0,0,0,0,0,Kova,0,1,0,hot dog,0.0,0,0,0,0,0,1,0,0,0,0,0,0
Raya,0,1,0,0,0,1,0,1,0,0,0,0,0,82,165,0,1,0,0,Animasyon Karakteri,Amerikalı,0,0,0,0,0,"Raya and the Last Dragon, Kumandra quest, dragon gem",0,0,0,0,0,Boğa,0,1,1,ramen,0,0,0,0,0,0,0,0,0,0,0,0,0
Brainiac,1,1,0,0,0,1,0,1,0,0,0,0,0,82,190,0,1,0,0,Kurgusal Kötü Adam,Amerikalı,0,0,0,0,0,"bottled cities, alien intellect, Superman villain",0,0,0,0,1,Boğa,0,0,1,ramen,0,0,0,0,0,0,0,0,0,0,0,0,0
Uğur Polat,1,0,65,0,1,1,0,1,0,1,0,0,0,78,0,0,1,1961,Oyuncu,Türk,0,0,0,0,0,"Sis ve Gece, Behzat Ç., tiyatro rolleri, magazin/popüler kültür görünürlüğü",0,0,0,0,0,0,Akrep,0,1,1,balık,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Master Shifu,1,1,0,0,0,1,0,1,0,0,0,0,0,82,110,0,1,0,0,Animasyon Karakteri,Amerikalı,0,0,0,0,0,"Kung Fu Panda, red panda master, strict kung fu teacher",0,0,0,0,0,Balık,1,0,0,waffle,0,0,0,0,0,0,0,0,0,0,0,0,0
Lagari Hasan Çelebi,1,0,416,0,1,0,0,0,1,0,0,0,1,78,0,0,0,1610,Mucit,Türk,1,0,0,0,0,"roketle uçuş rivayeti, IV. Murad dönemi, Osmanlı deneyleri",0,0,0,0,0,0,Balık,0,0,0,kebap,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Lucy Wilde,0,1,0,0,0,1,0,1,0,0,0,0,0,80,170,0,1,0,0,Animasyon Karakteri,Amerikalı,0,0,0,0,0,"Despicable Me 2, AVL agent, lipstick taser",0,0,0,0,0,Kova,1,0,0,kurabiye,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodrygo,1,0,25,0,0,0,0,1,0,0,0,1,0,88,174,0,1,2001,Futbolcu,Uluslararası,1,0,1,0,0,"Real Madrid clutch goals, Brazilian winger, Champions League comebacks",0,0,0,0,0,0,Kova,1,1,0,hot dog,0.0,0,0,0,1,0,0,0,0,0,0,1,0
Sadio Mane,1,0,34,1,0,0,0,1,0,0,0,1,0,88,174,1,1,1992,Futbolcu,Uluslararası,1,0,1,0,0,"Liverpool pressing, Senegal AFCON, Bayern transfer",0,0,0,0,0,0,Boğa,0,0,1,sushi,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Şevket Çoruh,1,0,50,1,1,1,0,1,0,1,0,0,0,95,183,2,1,1973,Oyuncu,Türk,1,0,0,0,0,Arka Sokaklar Mesut Komiser,0,0,1,0,0,0,Cancer,0,0,0,Kebap,0,0,0,0,0,0,0,0,1,1,0,0,1
Brendan Fraser,1,0,58,1,0,1,0,1,0,1,0,0,0,86,190,3,1,1968,Oyuncu,Amerikalı,0,0,0,0,0,"The Mummy Rick O'Connell, The Whale, George of the Jungle",0,0,1,0,0,0,Oğlak,0,0,1,salad,0.0,0,0,0,0,0,1,0,0,0,0,0,0
Piri Reis,1,0,561,1,1,0,0,0,1,0,0,0,1,86,0,1,0,1465,Denizci,Türk,1,0,0,0,0,"1513 dünya haritası, Kitab-ı Bahriye, denizcilik",0,0,0,0,0,0,Balık,0,0,0,kebap,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Rukia Kuchiki,0,1,0,0,0,0,1,1,0,0,0,0,0,84,144,0,1,0,0,Anime Karakteri,Japon,0,0,0,0,0,"Bleach, Soul Reaper, icy zanpakuto",0,0,0,0,0,Aslan,0,1,0,sushi,0,0,0,0,0,0,0,0,0,0,0,0,0
Ant-Man Scott Lang,1,1,0,0,0,1,0,1,0,0,0,0,0,86,178,0,1,0,0,Kurgusal Kahraman,Amerikalı,0,0,0,0,0,"Ant-Man suit, quantum realm, giant form",0,0,0,0,0,Balık,0,1,0,waffle,1,0,0,0,0,0,0,0,0,0,0,0,0
Hürrem Sultan Gerçek,0,0,524,1,1,0,0,1,1,0,0,0,1,88,0,1,0,1502,Tarihî Figür,Türk,0,0,0,0,0,"Kanuni'nin eşi, Haseki Sultan, saray siyaseti",0,0,0,0,0,0,Kova,0,1,0,kebap,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Shazam Billy Batson,1,1,0,0,0,1,0,1,0,0,0,0,0,82,185,0,1,0,0,Kurgusal Kahraman,Amerikalı,0,0,0,0,0,"magic word Shazam, foster family, adult superhero form",0,0,0,0,0,Balık,1,0,0,waffle,1,0,0,0,0,0,0,0,0,0,0,0,0
Sarp Levendoğlu,1,0,45,0,1,1,0,1,0,1,0,0,0,78,195,0,1,1981,Oyuncu,Türk,0,0,0,0,0,"Emret Komutanım, Küçük Ağa, Savaşçı",0,0,0,0,0,0,Balık,1,1,0,iskender,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Tweety Bird,1,1,0,0,0,1,0,1,0,0,0,0,0,86,20,0,1,0,Çizgi Karakter,Kurgusal,0,0,0,0,0,"Looney Tunes, I tawt I taw a puddy tat, tiny yellow bird",0,0,0,0,0,0,Yengeç,0,0,1,elmalı turta,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Odie,1,1,0,0,0,1,0,1,0,0,0,0,0,80,50,0,1,0,Çizgi Karakter,Kurgusal,0,0,0,0,0,"Garfield's dog friend, tongue out, goofy loyalty",0,0,1,0,0,0,Boğa,1,1,1,ramen,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Cihan Ünal,1,0,80,0,1,1,0,1,0,1,0,0,0,76,180,1,1,1946,Oyuncu,Türk,1,0,0,0,0,"Kösem Sultan, tiyatro oyunculuğu, seslendirme",0,0,0,0,0,0,Terazi,1,1,0,çiğ köfte,0.0,0,0,0,0,0,0,0,0,0,0,1,1
Jackie Chan,1,0,72,1,0,1,0,1,0,1,0,0,0,94,174,1,1,1954,Oyuncu,Uluslararası,0,0,0,0,0,"Rush Hour, Police Story, kendi dublörlükleri",0,0,0,0,0,0,Oğlak,0,0,1,salad,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Halil Umut Meler,1,0,40,0,1,0,0,0,0,0,0,1,0,72,180,1,1,1986,Spor Hakemi,Türk,1,0,0,0,0,"FIFA kokartı, Avrupa maçları, Süper Lig derbileri",0,0,0,0,0,0,Terazi,0,1,0,çiğ köfte,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Sonic,1,1,0,0,0,1,0,1,0,0,0,0,0,94,100,0,1,0,Oyun Karakteri,Kurgusal,1,0,0,0,0,"blue hedgehog, super speed, golden rings",0,0,0,0,0,1,Aslan,0,0,0,sütlaç,0.0,0,0,0,0,0,0,0,0,0,0,0,0
